id_transaccion,monto,tipo_transaccion,pais,dispositivo,hora,dias_cuenta_creada,fraude
1126,96.05,retiro,Peru,cajero,4,1346,0
1127,10.92,pago,Argentina,POS,19,371,0
1128,63.0,pago,Peru,POS,4,1572,0
1129,55.96,transferencia,Peru,POS,19,791,0
1130,36.09,transferencia,Argentina,web,22,749,0
1131,154.23,pago,Mexico,web,9,787,0
1132,82.19,retiro,Argentina,cajero,16,1320,0
1133,10.14,pago,Colombia,web,12,840,0
1134,29.84,transferencia,Peru,POS,16,400,0
1135,137.96,transferencia,Chile,POS,17,1082,0
1136,9.5,transferencia,Peru,POS,12,1899,0
1137,228.62,pago,Colombia,POS,16,1554,0
1138,82.02,compra,Chile,POS,14,548,0
1139,78.61,retiro,Chile,movil,11,408,0
1140,107.7,compra,Argentina,cajero,9,641,0
1141,208.94,pago,Mexico,cajero,12,1537,0
1142,51.29,pago,Argentina,web,10,64,0
1143,135.99,transferencia,Chile,POS,2,574,0
1144,100.09,compra,Chile,movil,21,1902,0
1145,37.28,retiro,Mexico,POS,9,420,0
1146,253.07,transferencia,Peru,POS,10,1867,0
1147,191.6,pago,Mexico,web,5,146,0
1148,128.91,pago,Argentina,movil,0,1296,0
1149,228.12,retiro,Peru,movil,5,17,0
1150,242.35,compra,Argentina,cajero,4,1816,0
1151,147.87,pago,Mexico,POS,6,98,0
1152,217.69,pago,Peru,movil,21,452,0
1153,143.47,transferencia,Mexico,cajero,11,1763,0
1154,136.78,transferencia,Colombia,movil,11,975,0
1155,115.67,transferencia,Chile,POS,6,898,0
1156,167.67,transferencia,Peru,cajero,1,1016,0
1157,20.72,retiro,Chile,movil,0,1267,0
1158,255.31,retiro,Colombia,web,22,479,0
1159,246.54,transferencia,Peru,movil,17,201,0
1160,3.56,compra,Chile,POS,11,1930,0
1161,209.72,transferencia,Chile,web,6,1973,0
1162,16.56,pago,Peru,movil,18,1497,0
1163,48.98,transferencia,Chile,movil,21,179,0
1164,163.28,pago,Chile,cajero,2,508,0
1165,21.03,transferencia,Peru,POS,9,453,0
1166,204.43,pago,Chile,movil,10,270,0
1167,214.15,pago,Chile,movil,4,1258,0
1168,84.98,compra,Argentina,movil,1,1648,0
1169,0.77,transferencia,Argentina,POS,7,486,0
1170,40.6,transferencia,Colombia,web,13,578,0
1171,115.14,transferencia,Argentina,POS,7,338,0
1172,476.78,retiro,Argentina,cajero,22,861,1
1173,119.9,transferencia,Colombia,cajero,5,1973,0
1174,36.1,compra,Chile,POS,0,757,0
1175,120.62,pago,Chile,movil,23,757,0
1176,93.18,pago,Argentina,movil,0,1472,0
1177,181.61,pago,Colombia,web,7,584,0
1178,13.58,transferencia,Chile,POS,10,1381,0
1179,171.77,transferencia,Mexico,POS,17,1073,0
1180,93.51,pago,Peru,movil,23,1520,0
1181,395.59,pago,Peru,cajero,9,346,0
1182,50.2,transferencia,Peru,cajero,11,702,0
1183,120.16,transferencia,Argentina,web,19,293,0
1184,322.64,compra,Peru,web,22,1713,0
1185,12.98,transferencia,Peru,cajero,15,1988,0
1186,332.19,compra,Mexico,POS,4,1697,1
1187,139.73,retiro,Chile,web,15,1174,0
1188,8.43,transferencia,Mexico,movil,23,1606,0
1189,42.97,transferencia,Argentina,POS,11,1569,0
1190,147.79,transferencia,Peru,movil,5,796,0
1191,8.37,retiro,Chile,web,4,1880,0
1192,104.72,retiro,Peru,cajero,0,1022,0
1193,50.94,retiro,Peru,web,18,1284,0
1194,116.4,compra,Argentina,cajero,9,1346,0
1195,5.62,retiro,Peru,POS,13,77,0
1196,246.25,transferencia,Colombia,web,20,1134,0
1197,435.62,transferencia,Chile,web,2,817,0
1198,416.38,compra,Chile,web,5,896,0
1199,166.19,transferencia,Colombia,POS,4,651,0
1200,16.72,transferencia,Argentina,movil,16,547,0
1201,170.39,retiro,Peru,movil,17,1447,0
1202,2.99,pago,Peru,cajero,11,394,0
1203,2.68,compra,Chile,web,4,1259,0
1204,46.92,retiro,Argentina,movil,8,1354,0
1205,80.48,transferencia,Argentina,POS,11,1736,0
1206,176.57,compra,Argentina,web,19,325,0
1207,137.97,transferencia,Peru,cajero,8,151,0
1208,70.85,pago,Argentina,movil,2,1570,0
1209,38.36,pago,Colombia,POS,0,1660,0
1210,702.18,transferencia,Mexico,POS,21,879,0
1211,66.65,pago,Argentina,cajero,14,1056,0
1212,72.04,transferencia,Mexico,movil,9,272,0
1213,21.44,pago,Peru,web,13,836,0
1214,190.06,pago,Argentina,POS,6,1846,0
1215,141.98,retiro,Chile,cajero,3,1660,0
1216,29.93,compra,Peru,POS,4,1948,0
1217,10.32,transferencia,Colombia,POS,19,368,0
1218,136.92,pago,Colombia,movil,15,1516,0
1219,127.54,pago,Mexico,movil,2,1340,0
1220,38.3,transferencia,Mexico,web,16,590,0
1221,361.58,retiro,Chile,POS,12,588,0
1222,19.65,retiro,Chile,cajero,5,572,0
1223,67.95,transferencia,Colombia,POS,4,1621,0
1224,345.07,pago,Argentina,cajero,15,1392,0
1225,65.31,transferencia,Colombia,POS,10,80,0
1226,122.11,retiro,Colombia,cajero,16,1910,0
1227,60.82,transferencia,Chile,POS,4,1196,0
1228,38.46,compra,Mexico,POS,5,258,0
1229,496.05,retiro,Chile,web,9,279,0
1230,63.18,pago,Chile,movil,20,504,0
1231,269.43,pago,Chile,movil,0,1757,0
1232,31.36,compra,Colombia,cajero,20,558,0
1233,28.76,pago,Argentina,POS,9,491,0
1234,3.8,transferencia,Colombia,POS,16,1609,0
1235,126.55,pago,Peru,movil,2,566,0
1236,55.16,compra,Chile,cajero,1,1863,0
1237,239.73,retiro,Chile,web,16,1757,0
1238,76.91,retiro,Peru,web,3,1917,0
1239,413.77,compra,Chile,web,1,1361,0
1240,24.63,compra,Chile,POS,4,521,0
1241,243.56,compra,Chile,cajero,9,326,0
1242,179.85,transferencia,Peru,movil,0,1196,0
1243,176.84,pago,Colombia,POS,0,84,0
1244,223.55,retiro,Chile,POS,3,1866,1
1245,171.77,retiro,Argentina,web,6,841,0
1246,118.09,retiro,Peru,cajero,13,1548,0
1247,16.88,transferencia,Mexico,cajero,13,1505,0
1248,3.97,retiro,Peru,web,17,1568,0
1249,304.37,retiro,Colombia,web,1,1442,0
1250,115.06,transferencia,Peru,web,0,1363,0
1251,191.07,pago,Mexico,POS,20,1825,0
1252,78.82,transferencia,Argentina,POS,21,320,0
1253,14.97,pago,Mexico,POS,15,304,0
1254,16.05,transferencia,Peru,movil,21,1296,0
1255,138.84,pago,Mexico,movil,17,690,0
1256,67.52,pago,Peru,cajero,15,1138,0
1257,26.86,retiro,Argentina,web,22,407,0
1258,81.18,retiro,Argentina,web,21,1050,0
1259,7.96,compra,Colombia,POS,23,1261,0
1260,104.66,transferencia,Argentina,movil,5,1334,0
1261,37.6,transferencia,Chile,web,9,684,0
1262,191.68,compra,Mexico,cajero,1,233,0
1263,44.59,transferencia,Mexico,web,6,1022,0
1264,72.88,compra,Peru,POS,20,549,0
1265,1.4,compra,Argentina,POS,16,1289,0
1266,9.02,pago,Colombia,movil,2,1037,0
1267,59.81,compra,Colombia,cajero,19,496,0
1268,78.46,transferencia,Colombia,cajero,11,1340,0
1269,109.96,pago,Chile,web,1,618,0
1270,41.38,retiro,Argentina,cajero,6,1662,0
1271,142.49,pago,Colombia,web,16,848,0
1272,236.04,compra,Chile,web,18,1006,0
1273,181.61,transferencia,Mexico,movil,11,384,0
1274,4.85,pago,Peru,cajero,8,1017,0
1275,78.59,pago,Argentina,POS,13,642,0
1276,13.3,retiro,Argentina,web,1,316,0
1277,33.26,transferencia,Mexico,web,20,256,0
1278,518.06,pago,Argentina,web,3,441,0
1279,18.45,compra,Argentina,cajero,18,1139,0
1280,82.91,transferencia,Argentina,cajero,20,299,0
1281,115.53,compra,Argentina,cajero,15,915,0
1282,145.47,pago,Chile,web,21,1148,0
1283,98.42,retiro,Chile,POS,16,256,0
1284,1.18,retiro,Peru,POS,1,651,0
1285,47.43,transferencia,Argentina,cajero,16,1742,0
1286,87.51,pago,Mexico,POS,18,47,0
1287,11.04,compra,Colombia,web,7,1753,0
1288,51.81,pago,Peru,cajero,23,1855,0
1289,4.05,compra,Colombia,cajero,19,903,0
1290,9.82,pago,Colombia,web,5,463,0
1291,60.69,transferencia,Argentina,cajero,11,1374,0
1292,17.09,pago,Mexico,web,22,1147,0
1293,100.59,compra,Colombia,cajero,17,31,0
1294,140.34,pago,Colombia,POS,1,55,0
1295,193.49,compra,Peru,cajero,18,153,0
1296,26.8,compra,Mexico,cajero,23,456,0
1297,22.0,pago,Mexico,cajero,9,286,0
1298,13.25,transferencia,Colombia,movil,2,36,0
1299,121.41,retiro,Mexico,POS,11,818,0
1300,147.1,pago,Peru,web,15,1934,0
1301,3.85,retiro,Peru,movil,11,1821,0
1302,330.26,pago,Peru,POS,7,1947,0
1303,6.4,pago,Argentina,cajero,4,1909,0
1304,93.52,retiro,Colombia,cajero,10,256,0
1305,148.16,pago,Mexico,web,9,178,0
1306,245.72,pago,Peru,web,2,1572,0
1307,150.25,pago,Colombia,POS,22,1278,0
1308,194.17,pago,Colombia,POS,8,508,0
1309,49.76,pago,Argentina,web,11,1698,0
1310,202.37,compra,Mexico,POS,5,21,0
1311,10.02,pago,Mexico,web,18,1830,0
1312,270.25,pago,Peru,cajero,15,75,0
1313,95.18,retiro,Peru,web,20,719,0
1314,203.99,transferencia,Colombia,movil,22,460,0
1315,72.25,transferencia,Mexico,web,23,1202,0
1316,123.8,compra,Mexico,web,13,1406,0
1317,89.69,retiro,Peru,movil,3,1061,0
1318,157.83,pago,Chile,movil,17,1995,0
1319,10.22,retiro,Colombia,movil,9,1144,0
1320,7.47,transferencia,Mexico,movil,17,1939,0
1321,34.06,retiro,Argentina,web,11,630,0
1322,20.86,pago,Argentina,POS,18,1,0
1323,246.48,pago,Chile,movil,7,1745,0
1324,29.69,pago,Peru,cajero,0,936,0
1325,446.89,transferencia,Peru,web,13,311,0
1326,49.3,transferencia,Peru,POS,22,1232,0
1327,24.12,compra,Argentina,cajero,5,1178,0
1328,187.11,pago,Peru,web,13,762,0
1329,129.0,pago,Argentina,web,1,683,0
1330,82.75,transferencia,Chile,cajero,8,315,0
1331,97.26,transferencia,Colombia,movil,11,307,0
1332,152.41,retiro,Mexico,movil,4,1528,0
1333,31.12,pago,Chile,cajero,1,619,0
1334,673.04,pago,Argentina,POS,18,1679,0
1335,441.68,transferencia,Chile,movil,6,1544,0
1336,126.09,retiro,Mexico,web,6,1630,0
1337,26.71,transferencia,Colombia,web,9,1934,0
1338,136.82,transferencia,Mexico,POS,16,1121,0
1339,8.99,pago,Argentina,web,13,1514,0
1340,3.74,transferencia,Mexico,movil,10,7,0
1341,35.76,transferencia,Chile,POS,19,1810,0
1342,74.53,retiro,Peru,movil,5,1036,0
1343,243.24,retiro,Chile,POS,7,514,0
1344,155.87,compra,Argentina,cajero,18,1970,0
1345,162.9,pago,Colombia,web,18,349,0
1346,66.51,transferencia,Mexico,POS,23,917,0
1347,50.95,transferencia,Colombia,cajero,23,1031,0
1348,55.64,compra,Argentina,movil,23,500,0
1349,527.29,pago,Mexico,cajero,16,475,0
1350,4.91,retiro,Chile,movil,23,524,0
1351,242.12,transferencia,Chile,POS,23,1876,0
1352,103.72,pago,Argentina,POS,17,1081,0
1353,69.28,transferencia,Mexico,web,11,590,0
1354,155.03,pago,Chile,web,8,1610,0
1355,80.02,compra,Argentina,POS,22,233,0
1356,248.03,compra,Argentina,movil,23,791,0
1357,277.16,pago,Colombia,movil,15,1054,0
1358,65.72,pago,Chile,POS,17,367,0
1359,38.89,compra,Mexico,movil,15,1850,0
1360,107.68,retiro,Chile,POS,15,1631,0
1361,292.15,transferencia,Chile,web,3,1844,0
1362,28.39,pago,Chile,movil,22,56,0
1363,117.05,transferencia,Argentina,web,21,10,0
1364,119.82,pago,Peru,cajero,6,1939,0
1365,158.51,pago,Peru,web,0,147,0
1366,16.93,pago,Colombia,cajero,23,364,0
1367,150.98,pago,Chile,web,22,1623,0
1368,287.67,transferencia,Peru,web,19,253,0
1369,23.77,pago,Colombia,movil,0,1723,0
1370,32.55,compra,Argentina,web,7,940,0
1371,426.5,retiro,Chile,POS,22,1769,0
1372,23.96,pago,Mexico,movil,7,1277,0
1373,231.21,compra,Argentina,movil,9,1467,0
1374,81.34,compra,Colombia,movil,0,736,0
1375,34.08,transferencia,Argentina,web,20,340,0
1376,245.52,transferencia,Mexico,movil,20,1540,0
1377,70.72,retiro,Argentina,cajero,13,1377,0
1378,86.79,compra,Colombia,cajero,13,624,0
1379,53.41,compra,Mexico,web,9,705,0
1380,107.86,compra,Mexico,movil,18,1677,0
1381,21.43,retiro,Argentina,POS,15,323,0
1382,59.53,pago,Mexico,POS,8,1164,0
1383,418.46,transferencia,Argentina,cajero,19,861,0
1384,35.83,transferencia,Chile,web,15,1975,0
1385,128.31,pago,Mexico,web,19,1469,0
1386,47.2,retiro,Argentina,web,7,95,0
1387,178.19,pago,Chile,web,6,553,0
1388,16.83,retiro,Mexico,web,10,1444,0
1389,420.07,transferencia,Chile,movil,20,1538,0
1390,72.57,pago,Mexico,movil,5,790,0
1391,32.31,transferencia,Colombia,movil,14,1174,0
1392,9.16,pago,Colombia,POS,18,553,0
1393,22.32,retiro,Argentina,movil,13,1375,0
1394,88.02,retiro,Peru,web,14,116,0
1395,49.32,compra,Colombia,web,5,632,0
1396,211.85,transferencia,Peru,POS,23,1261,0
1397,67.64,pago,Chile,POS,9,270,0
1398,34.32,pago,Chile,cajero,13,861,0
1399,115.21,pago,Peru,POS,15,291,0
1400,147.22,compra,Argentina,cajero,12,1458,0
1401,21.93,retiro,Mexico,movil,10,9,0
1402,22.02,compra,Peru,web,2,1775,0
1403,4.48,transferencia,Peru,cajero,7,630,0
1404,160.0,compra,Peru,cajero,2,864,0
1405,130.81,transferencia,Peru,cajero,1,1851,0
1406,77.24,compra,Peru,POS,20,1848,0
1407,223.08,pago,Argentina,POS,13,475,0
1408,196.58,pago,Colombia,POS,19,1546,0
1409,105.64,pago,Mexico,cajero,20,537,0
1410,243.24,compra,Colombia,movil,21,685,0
1411,27.66,transferencia,Peru,web,14,1761,0
1412,14.24,pago,Colombia,POS,2,1035,0
1413,37.72,compra,Argentina,movil,0,613,0
1414,7.05,pago,Chile,POS,14,777,0
1415,90.9,transferencia,Colombia,POS,19,1927,0
1416,331.01,pago,Mexico,cajero,21,1351,0
1417,4.82,pago,Argentina,cajero,1,1954,0
1418,15.63,compra,Chile,POS,17,595,0
1419,72.22,retiro,Argentina,web,0,276,0
1420,325.95,pago,Peru,POS,8,370,0
1421,45.6,compra,Chile,web,2,1514,0
1422,84.93,pago,Mexico,movil,1,345,0
1423,5.1,transferencia,Chile,POS,3,1797,0
1424,19.27,transferencia,Mexico,web,15,368,0
1425,517.77,pago,Peru,movil,21,1757,0
1426,402.7,transferencia,Mexico,movil,0,1335,0
1427,0.59,compra,Argentina,cajero,8,731,0
1428,363.92,retiro,Colombia,movil,7,1625,0
1429,122.31,transferencia,Argentina,cajero,5,1509,0
1430,242.92,pago,Argentina,movil,19,15,0
1431,72.78,retiro,Chile,movil,17,758,0
1432,86.98,compra,Peru,web,15,688,0
1433,80.53,compra,Colombia,web,7,4,0
1434,131.9,pago,Mexico,cajero,22,1870,0
1435,18.05,retiro,Chile,POS,3,1400,0
1436,3.65,pago,Peru,web,2,1393,1
1437,44.17,pago,Colombia,movil,14,1489,0
1438,146.36,transferencia,Argentina,cajero,5,533,0
1439,27.06,transferencia,Peru,cajero,0,1744,0
1440,134.29,pago,Peru,cajero,17,986,0
1441,420.44,transferencia,Peru,movil,22,1161,0
1442,11.83,transferencia,Argentina,web,10,834,0
1443,133.99,retiro,Mexico,POS,2,363,0
1444,70.38,transferencia,Chile,cajero,12,1999,0
1445,243.12,pago,Mexico,movil,16,1955,0
1446,23.4,pago,Colombia,web,17,1240,0
1447,141.56,compra,Chile,web,13,1392,0
1448,218.5,pago,Colombia,POS,6,117,0
1449,347.21,transferencia,Argentina,cajero,6,1203,0
1450,137.96,pago,Mexico,movil,13,1270,0
1451,82.5,compra,Peru,web,23,128,0
1452,115.43,compra,Chile,movil,14,1382,0
1453,243.82,pago,Peru,web,11,78,0
1454,101.45,pago,Colombia,cajero,11,741,0
1455,3.7,compra,Peru,cajero,7,1317,0
1456,320.75,transferencia,Peru,POS,15,774,0
1457,140.36,retiro,Argentina,web,8,82,0
1458,135.43,pago,Argentina,movil,1,342,0
1459,29.15,transferencia,Mexico,web,13,1362,0
1460,129.06,pago,Colombia,movil,23,819,0
1461,60.08,transferencia,Argentina,POS,23,578,0
1462,126.4,retiro,Argentina,web,15,96,0
1463,13.53,compra,Mexico,cajero,4,1169,0
1464,128.7,transferencia,Chile,movil,4,577,0
1465,893.01,compra,Mexico,cajero,19,521,0
1466,5.93,transferencia,Peru,POS,20,1421,0
1467,453.58,pago,Peru,POS,17,996,0
1468,62.69,transferencia,Argentina,movil,17,357,0
1469,245.52,compra,Argentina,web,4,186,0
1470,183.0,retiro,Mexico,cajero,10,1694,0
1471,100.45,retiro,Mexico,cajero,12,543,0
1472,160.94,compra,Colombia,movil,2,151,0
1473,252.96,retiro,Peru,movil,16,1343,0
1474,62.13,compra,Mexico,movil,17,1778,0
1475,47.53,retiro,Chile,POS,13,1692,0
1476,132.17,compra,Colombia,POS,11,1083,0
1477,197.93,pago,Mexico,cajero,13,10,0
1478,172.4,transferencia,Argentina,web,17,857,0
1479,191.83,pago,Mexico,movil,19,1148,0
1480,68.64,transferencia,Argentina,POS,1,356,0
1481,204.34,pago,Argentina,web,6,1370,0
1482,15.37,pago,Peru,movil,14,794,0
1483,94.36,retiro,Peru,web,9,237,0
1484,0.69,transferencia,Mexico,movil,14,333,0
1485,47.09,transferencia,Mexico,web,16,17,0
1486,54.77,pago,Chile,cajero,10,1448,0
1487,60.54,compra,Colombia,movil,1,324,0
1488,142.68,pago,Colombia,movil,20,23,0
1489,59.03,pago,Mexico,cajero,17,931,0
1490,71.46,retiro,Peru,movil,3,459,0
1491,32.55,retiro,Chile,movil,8,1484,0
1492,56.07,transferencia,Colombia,POS,16,521,0
1493,30.94,pago,Mexico,cajero,16,719,0
1494,9.12,transferencia,Peru,POS,16,557,0
1495,110.99,compra,Peru,cajero,15,1445,0
1496,132.39,transferencia,Peru,web,19,1989,0
1497,115.95,pago,Argentina,cajero,7,403,0
1498,74.72,transferencia,Peru,cajero,22,1355,0
1499,57.32,transferencia,Mexico,POS,14,457,0
1500,238.83,retiro,Chile,movil,0,1507,0
1501,87.85,transferencia,Mexico,cajero,18,1522,0
1502,78.28,transferencia,Peru,movil,14,1051,0
1503,3.12,pago,Chile,cajero,8,397,0
1504,50.09,transferencia,Colombia,POS,4,1977,0
1505,57.4,transferencia,Colombia,cajero,15,1212,0
1506,61.06,compra,Mexico,web,12,140,0
1507,104.15,retiro,Chile,cajero,15,521,0
1508,91.53,compra,Mexico,cajero,21,746,0
1509,112.35,compra,Chile,movil,10,92,0
1510,173.72,retiro,Chile,movil,12,77,0
1511,201.19,transferencia,Mexico,web,5,852,0
1512,151.95,retiro,Chile,cajero,19,1268,0
1513,373.54,compra,Peru,movil,16,845,0
1514,2.21,retiro,Chile,cajero,4,667,0
1515,26.15,pago,Chile,POS,16,1754,0
1516,0.91,transferencia,Mexico,POS,0,959,0
1517,125.12,compra,Colombia,web,4,989,0
1518,273.97,retiro,Argentina,POS,4,797,0
1519,33.48,compra,Chile,movil,6,1686,0
1520,314.13,transferencia,Argentina,movil,15,1865,0
1521,7.46,transferencia,Chile,web,17,88,0
1522,326.97,transferencia,Mexico,cajero,5,1642,0
1523,51.99,retiro,Mexico,movil,1,915,0
1524,12.83,transferencia,Chile,POS,12,1318,0
1525,79.83,transferencia,Mexico,movil,9,95,0
1526,35.61,compra,Mexico,web,20,1277,0
1527,40.24,transferencia,Chile,POS,19,551,0
1528,44.06,compra,Colombia,POS,10,399,0
1529,194.96,pago,Chile,POS,20,767,0
1530,92.96,compra,Colombia,web,1,1078,0
1531,44.76,pago,Mexico,web,7,1952,0
1532,113.1,compra,Colombia,cajero,23,243,0
1533,151.12,compra,Mexico,cajero,21,1134,0
1534,38.2,transferencia,Colombia,cajero,18,1790,0
1535,64.04,transferencia,Colombia,web,19,624,0
1536,15.6,transferencia,Chile,POS,16,1710,0
1537,23.98,retiro,Colombia,POS,15,701,0
1538,137.15,compra,Mexico,movil,9,1245,0
1539,24.02,pago,Chile,cajero,4,1785,0
1540,89.37,retiro,Colombia,POS,13,564,0
1541,148.15,transferencia,Chile,POS,23,162,0
1542,13.56,compra,Argentina,POS,18,1993,0
1543,100.53,compra,Chile,POS,3,35,0
1544,35.58,transferencia,Argentina,web,19,966,0
1545,395.38,pago,Argentina,cajero,15,37,0
1546,79.29,transferencia,Chile,POS,23,846,0
1547,196.78,pago,Mexico,POS,14,829,0
1548,95.88,pago,Mexico,POS,8,623,0
1549,5.33,transferencia,Mexico,POS,2,1394,0
1550,120.34,pago,Peru,movil,22,1201,0
1551,362.9,pago,Argentina,POS,8,521,0
1552,110.44,pago,Chile,POS,17,1299,0
1553,205.24,pago,Mexico,POS,3,1657,0
1554,258.71,transferencia,Mexico,movil,18,105,0
1555,31.06,retiro,Chile,web,23,156,0
1556,28.6,retiro,Argentina,movil,3,336,0
1557,113.3,pago,Chile,POS,8,1050,0
1558,63.53,transferencia,Peru,web,0,1958,0
1559,219.81,retiro,Peru,POS,0,296,0
1560,276.34,compra,Chile,web,19,1561,0
1561,52.33,transferencia,Argentina,POS,18,1379,0
1562,32.44,pago,Mexico,POS,2,886,0
1563,181.98,transferencia,Peru,web,9,69,0
1564,38.56,pago,Peru,web,11,1351,0
1565,207.53,transferencia,Argentina,POS,17,151,0
1566,66.14,pago,Peru,movil,13,857,0
1567,132.15,retiro,Peru,movil,9,577,0
1568,12.05,pago,Argentina,movil,9,662,0
1569,117.34,pago,Chile,movil,17,1344,0
1570,72.13,pago,Mexico,web,23,757,0
1571,106.0,pago,Mexico,web,0,452,0
1572,22.07,transferencia,Peru,movil,14,570,0
1573,160.21,transferencia,Mexico,cajero,7,1692,0
1574,238.36,compra,Chile,cajero,2,1136,0
1575,29.31,transferencia,Peru,cajero,17,635,0
1576,12.07,retiro,Mexico,POS,8,1486,0
1577,2.87,compra,Colombia,movil,15,1889,0
1578,123.26,transferencia,Colombia,POS,20,1988,0
1579,112.1,pago,Colombia,web,14,362,0
1580,94.94,pago,Colombia,web,4,203,0
1581,31.67,compra,Colombia,cajero,12,487,0
1582,59.49,compra,Peru,cajero,21,1504,0
1583,108.31,retiro,Argentina,web,19,4,0
1584,82.4,transferencia,Argentina,cajero,6,1153,0
1585,528.62,retiro,Peru,cajero,15,1050,0
1586,17.6,pago,Peru,web,6,801,0
1587,142.55,pago,Chile,POS,21,977,0
1588,62.17,transferencia,Argentina,cajero,15,27,1
1589,67.08,transferencia,Colombia,POS,12,1066,0
1590,151.73,retiro,Peru,cajero,16,965,0
1591,141.49,pago,Colombia,movil,8,1607,0
1592,568.73,pago,Argentina,POS,11,64,0
1593,16.49,pago,Mexico,POS,12,1049,0
1594,13.19,compra,Mexico,cajero,8,72,0
1595,154.63,retiro,Peru,POS,4,1506,0
1596,103.64,transferencia,Chile,movil,6,1897,0
1597,38.45,transferencia,Colombia,web,0,900,0
1598,9.93,transferencia,Peru,movil,3,268,0
1599,10.75,compra,Chile,web,3,1850,0
1600,269.53,pago,Colombia,movil,15,95,0
1601,25.56,pago,Argentina,movil,4,395,0
1602,46.88,pago,Mexico,POS,21,869,0
1603,30.84,pago,Chile,movil,3,364,0
1604,52.62,compra,Colombia,cajero,5,1339,0
1605,8.63,pago,Peru,cajero,22,117,0
1606,87.84,transferencia,Colombia,cajero,2,164,0
1607,8.4,transferencia,Peru,cajero,7,877,0
1608,193.35,pago,Mexico,POS,16,790,0
1609,31.94,compra,Mexico,cajero,17,577,0
1610,93.19,pago,Colombia,movil,17,306,0
1611,254.51,compra,Colombia,cajero,11,772,0
1612,126.28,retiro,Peru,POS,0,1764,0
1613,91.36,transferencia,Peru,web,22,200,0
1614,47.05,transferencia,Chile,movil,11,1756,0
1615,48.6,transferencia,Chile,movil,10,180,0
1616,132.85,retiro,Chile,POS,12,358,0
1617,616.74,transferencia,Colombia,web,2,740,0
1618,130.11,pago,Chile,cajero,7,1276,0
1619,97.91,pago,Colombia,web,2,1323,0
1620,157.41,retiro,Mexico,movil,16,1897,0
1621,75.1,transferencia,Argentina,movil,12,430,0
1622,7.44,pago,Mexico,movil,9,1028,0
1623,99.15,pago,Colombia,web,16,653,0
1624,379.34,pago,Colombia,cajero,2,678,0
1625,23.13,compra,Argentina,movil,12,254,0
1626,140.54,transferencia,Peru,POS,21,941,0
1627,26.92,compra,Peru,cajero,5,1689,0
1628,92.1,retiro,Peru,movil,13,1603,0
1629,12.2,pago,Chile,cajero,9,1591,0
1630,71.82,retiro,Peru,POS,19,1120,0
1631,169.35,pago,Chile,web,15,167,0
1632,51.25,transferencia,Chile,movil,17,1857,0
1633,131.2,retiro,Peru,POS,12,1355,0
1634,190.43,pago,Peru,movil,9,1922,0
1635,314.37,retiro,Argentina,movil,5,965,0
1636,32.09,pago,Argentina,web,9,1912,0
1637,61.16,compra,Chile,web,4,854,0
1638,19.84,pago,Argentina,cajero,5,1086,0
1639,586.88,transferencia,Chile,POS,6,174,0
1640,314.08,pago,Colombia,POS,10,1277,0
1641,93.17,retiro,Chile,web,15,1485,0
1642,221.44,retiro,Chile,movil,11,624,0
1643,88.32,pago,Argentina,cajero,11,1239,0
1644,117.25,compra,Colombia,web,22,1263,0
1645,11.2,transferencia,Mexico,cajero,19,415,0
1646,168.91,pago,Mexico,cajero,4,739,0
1647,16.4,compra,Mexico,POS,15,1766,0
1648,209.89,compra,Colombia,cajero,5,1769,0
1649,182.81,retiro,Peru,POS,8,675,0
1650,148.03,compra,Colombia,movil,4,126,0
1651,4.42,transferencia,Argentina,movil,20,941,0
1652,43.34,compra,Chile,web,22,253,0
1653,36.64,pago,Chile,movil,15,1869,0
1654,53.58,transferencia,Argentina,POS,17,1974,0
1655,11.01,transferencia,Argentina,cajero,18,1735,0
1656,331.67,pago,Chile,cajero,11,197,0
1657,96.84,transferencia,Peru,movil,1,1658,0
1658,43.75,pago,Peru,POS,9,413,0
1659,60.7,transferencia,Peru,cajero,11,1480,0
1660,71.13,transferencia,Argentina,movil,13,776,0
1661,110.13,pago,Chile,POS,17,1078,0
1662,87.0,pago,Chile,POS,18,1671,0
1663,302.18,pago,Chile,cajero,5,1363,0
1664,82.45,retiro,Colombia,web,4,1383,0
1665,581.79,compra,Colombia,web,15,1175,0
1666,228.8,retiro,Mexico,POS,13,1124,0
1667,28.06,pago,Colombia,POS,12,234,0
1668,320.14,retiro,Peru,movil,20,1568,0
1669,14.85,transferencia,Peru,POS,1,1086,0
1670,204.09,transferencia,Peru,movil,1,1965,0
1671,57.48,pago,Peru,movil,11,196,0
1672,252.42,compra,Mexico,movil,0,542,0
1673,243.05,transferencia,Peru,POS,18,1779,0
1674,196.74,transferencia,Argentina,POS,15,1130,0
1675,187.3,transferencia,Argentina,movil,6,295,0
1676,43.61,compra,Argentina,cajero,20,645,0
1677,10.13,retiro,Colombia,POS,6,1475,0
1678,61.9,transferencia,Chile,web,15,1558,0
1679,22.87,pago,Mexico,cajero,5,156,0
1680,142.47,pago,Argentina,web,17,406,0
1681,50.98,retiro,Argentina,POS,0,896,0
1682,445.63,transferencia,Peru,cajero,0,726,0
1683,122.92,compra,Argentina,POS,13,738,0
1684,207.44,pago,Peru,POS,5,797,1
1685,17.06,retiro,Peru,cajero,5,1707,0
1686,237.67,transferencia,Chile,POS,3,554,0
